room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4804518,24653449,Shared room,Москва,Пресненский район,0,,8,1.0,14.0,1.0,55.764983,37.589853,2016-10-08 08:51:57.876905
13819879,25553280,Entire home/apt,Москва,Тимирязевский район,2,,4,2.0,26.0,1.0,55.832669,37.571374,2016-10-08 08:51:34.143921
11538821,60873977,Entire home/apt,Москва,район Дорогомилово,8,5.0,4,2.0,49.0,,55.739078,37.538363,2016-10-08 08:51:15.571626
13324852,21842526,Entire home/apt,Москва,район Кунцево,0,,6,3.0,108.0,3.0,55.74025,37.418408,2016-10-08 08:51:01.094075
14922133,41717045,Entire home/apt,Москва,район Арбат,1,,2,1.0,48.0,3.0,55.754251,37.589695,2016-10-08 08:50:53.998744
14121137,85126965,Entire home/apt,Москва,район Беговой,0,,6,3.0,103.0,1.0,55.775877,37.575319,2016-10-08 08:50:32.347327
9600382,3556035,Entire home/apt,Москва,Алексеевский район,0,,4,1.0,52.0,2.0,55.812769,37.659449,2016-10-08 08:50:21.002574
12013391,64267082,Entire home/apt,Москва,район Беговой,0,,4,1.0,72.0,1.0,55.78298,37.5705,2016-10-08 08:49:53.486843
3855449,19828002,Private room,Москва,Басманный район,15,4.0,1,1.0,19.0,1.0,55.761431,37.648296,2016-10-08 08:49:37.897975
13104150,72824745,Shared room,Москва,район Перово,0,,1,1.0,11.0,1.0,55.742926,37.773146,2016-10-08 08:49:28.283950
6510476,23413669,Entire home/apt,Москва,Пресненский район,0,,7,3.0,82.0,2.0,55.758197,37.551444,2016-10-08 08:49:14.778251
12014005,64269167,Entire home/apt,Москва,район Крылатское,3,5.0,2,1.0,58.0,1.0,55.755746,37.408175,2016-10-08 08:49:11.461805
4459673,4354660,Entire home/apt,Москва,район Ивановское,7,5.0,2,1.0,34.0,2.0,55.759201,37.827479,2016-10-08 08:48:17.177870
13876091,40756767,Entire home/apt,Москва,район Северное Тушино,0,,3,1.0,41.0,,55.853834,37.437869,2016-10-08 08:48:09.682305
10396655,25030576,Entire home/apt,Москва,Савёловский район,0,,4,2.0,85.0,2.0,55.795269,37.580699,2016-10-08 08:48:06.326494
14380104,7022446,Entire home/apt,Москва,Басманный район,4,5.0,2,1.0,52.0,5.0,55.755611,37.638484,2016-10-08 08:48:02.692104
6717698,35175858,Shared room,Москва,Басманный район,3,4.5,12,1.0,11.0,1.0,55.759123,37.652146,2016-10-08 08:47:58.489497
2179108,11113677,Entire home/apt,Москва,Останкинский район,0,,3,1.0,155.0,1.0,55.825844,37.622762,2016-10-08 08:47:51.042146
14665182,91114192,Entire home/apt,Москва,Бутырский район,2,,6,2.0,74.0,1.0,55.815081,37.600183,2016-10-08 08:47:49.119685
310560,343041,Entire home/apt,Москва,Тверской район,0,,4,1.0,106.0,1.0,55.762071,37.606807,2016-10-08 08:47:45.908662
11328981,9723734,Private room,Москва,Тверской район,1,,2,1.0,19.0,1.0,55.784105,37.590274,2016-10-08 08:47:39.077564
5779977,29987173,Entire home/apt,Москва,район Проспект Вернадского,0,,4,2.0,103.0,1.0,55.686536,37.491557,2016-10-08 08:47:28.254381
8959198,5824188,Private room,Москва,Басманный район,4,4.5,2,1.0,30.0,1.0,55.757157,37.656672,2016-10-08 08:46:29.919789
14615708,1336975,Entire home/apt,Москва,Басманный район,0,,2,1.0,47.0,2.0,55.755257,37.647856,2016-10-08 08:46:15.311023
