room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
17389918,1227,4286428,Entire home/apt,,Copenhagen,,Indre By,0,0.0,6,3.0,,341.0,,2017-05-15 12:19:52.518486,55.693628,12.575839,0101000020E6100000CF85915ED426294081CB63CDC8D84B40
637292,1227,3177308,Entire home/apt,,Copenhagen,,Indre By,19,4.5,5,3.0,,333.0,,2017-05-15 12:19:52.443199,55.672194,12.589592,0101000020E61000006AF7AB00DF2D2940A148F7730AD64B40
1182819,1227,6469883,Entire home/apt,,Copenhagen,,Indre By,23,5.0,5,3.0,,321.0,,2017-05-15 12:19:51.011058,55.691668,12.581244,0101000020E610000011FE45D09829294049D8B79388D84B40
18437868,1227,84905202,Entire home/apt,,Copenhagen,,Indre By,0,0.0,6,4.0,,348.0,,2017-05-15 12:19:50.994439,55.698474,12.589415,0101000020E61000002F8B89CDC72D29409B8D959867D94B40
18632968,1227,73795438,Entire home/apt,,Copenhagen,,Indre By,0,0.0,5,3.0,,364.0,,2017-05-15 12:19:50.975487,55.685309,12.588285,0101000020E6100000697407B1332D2940C5538F34B8D74B40
8584505,1227,44660974,Entire home/apt,,Copenhagen,,Indre By,12,5.0,6,3.0,,416.0,,2017-05-15 12:19:50.954898,55.674351,12.576127,0101000020E610000068AF3E1EFA2629403083312251D64B40
14079614,1227,84628740,Entire home/apt,,Copenhagen,,Indre By,6,5.0,4,2.0,,401.0,,2017-05-15 12:19:49.090445,55.685847,12.590281,0101000020E61000007DE6AC4F392E2940A587A1D5C9D74B40
18661085,1227,1147842,Entire home/apt,,Copenhagen,,Indre By,0,0.0,8,4.0,,361.0,,2017-05-15 12:19:49.009194,55.691763,12.576273,0101000020E6100000B82231410D2729409BCAA2B08BD84B40
6911580,1227,2931840,Entire home/apt,,Copenhagen,,Indre By,0,0.0,4,1.0,,378.0,,2017-05-15 12:19:48.911679,55.681119,12.58986,0101000020E6100000E76F4221022E294095D74AE82ED74B40
14627566,1227,31833575,Entire home/apt,,Copenhagen,,Amager Vest,30,5.0,15,6.0,,364.0,,2017-05-15 12:19:48.908347,55.640544,12.588484,0101000020E610000043705CC64D2D294013D38558FDD14B40
14924247,1227,93815427,Entire home/apt,,Copenhagen,,Amager Øst,7,4.5,8,4.0,,336.0,,2017-05-15 12:19:48.852870,55.664083,12.614521,0101000020E610000012691B7FA23A29402F6AF7AB00D54B40
