room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
15472837,46151232,Shared room,,Amager Øst,11,5.0,1,1.0,20.0,,55.667718,12.615712,2017-01-21 04:31:54.413429
13883891,78674904,Shared room,,Vesterbro-Kongens Enghave,2,0.0,4,1.0,26.0,,55.670308,12.549589,2017-01-21 04:31:54.409992
15677897,72724310,Shared room,,Bispebjerg,6,5.0,1,1.0,22.0,,55.707127,12.530957,2017-01-21 04:31:54.407173
13621187,78674904,Shared room,,Vesterbro-Kongens Enghave,7,4.0,4,1.0,26.0,,55.671778,12.549545,2017-01-21 04:31:54.404404
13464454,6042591,Shared room,,Nørrebro,26,4.5,2,1.0,38.0,,55.699336,12.544689,2017-01-21 04:31:54.402003
13430874,6042591,Shared room,,Nørrebro,26,4.0,2,1.0,38.0,,55.698365,12.545374,2017-01-21 04:31:54.399444
13883819,78674904,Shared room,,Vesterbro-Kongens Enghave,6,4.0,4,1.0,26.0,,55.671186,12.548267,2017-01-21 04:31:54.396887
13125459,6042591,Shared room,,Nørrebro,27,4.0,2,1.0,38.0,,55.697439,12.544253,2017-01-21 04:31:54.394346
12962406,6042591,Shared room,,Nørrebro,26,4.5,2,1.0,38.0,,55.696899,12.542934,2017-01-21 04:31:54.391305
8715290,10716191,Shared room,,Østerbro,58,4.5,4,1.0,22.0,,55.708403,12.563073,2017-01-21 04:31:54.388356
8999677,23264908,Shared room,,Vesterbro-Kongens Enghave,44,4.5,2,1.0,29.0,,55.669129,12.550356,2017-01-21 04:31:52.669745
4413085,22870907,Shared room,,Indre By,79,4.0,6,1.0,29.0,,55.671914,12.576299,2017-01-21 04:31:52.666896
13809600,78674904,Shared room,,Vesterbro-Kongens Enghave,13,4.0,4,1.0,26.0,,55.671469,12.548346,2017-01-21 04:31:52.662494
12811564,6042591,Shared room,,Nørrebro,30,4.5,2,1.0,38.0,,55.697249,12.542888,2017-01-21 04:31:52.659707
13099459,19535157,Shared room,,Nørrebro,26,4.5,2,1.0,31.0,,55.686052,12.549453,2017-01-21 04:31:52.657545
11526208,21469650,Shared room,,Indre By,0,0.0,1,1.0,22.0,,55.682386,12.603116,2017-01-21 04:31:52.654607
13241226,74379059,Shared room,,Amager Vest,0,0.0,1,1.0,10.0,,55.662346,12.596559,2017-01-21 04:31:52.650598
14624042,10116470,Shared room,,Nørrebro,6,5.0,1,1.0,41.0,,55.696225,12.547734,2017-01-21 04:31:52.648089
14067708,18635772,Shared room,,Nørrebro,3,5.0,1,1.0,23.0,,55.688102,12.545483,2017-01-21 04:31:52.643411
14011944,23264908,Shared room,,Vesterbro-Kongens Enghave,19,4.5,2,1.0,29.0,,55.668403,12.549877,2017-01-21 04:31:52.637505
13883691,78674904,Shared room,,Vesterbro-Kongens Enghave,12,4.5,4,1.0,26.0,,55.670603,12.548018,2017-01-21 04:31:52.632864
3279601,548012,Shared room,,Brønshøj-Husum,21,4.5,3,1.0,28.0,,55.715404,12.478687,2017-01-21 04:31:52.625693
7202148,37710233,Shared room,,Amager Øst,16,5.0,3,1.0,28.0,,55.664107,12.604952,2017-01-21 04:31:51.057758
11642605,10716191,Shared room,,Østerbro,37,4.5,3,1.0,23.0,,55.708424,12.563322,2017-01-21 04:31:51.055159
7251175,30839567,Shared room,,Bispebjerg,7,4.0,2,1.0,28.0,,55.705078,12.532915,2017-01-21 04:31:51.050351
16696727,6902560,Shared room,,Vanløse,0,0.0,4,1.0,24.0,,55.684697,12.489555,2017-01-21 04:31:51.045604
13503809,6042591,Shared room,,Nørrebro,19,4.0,2,1.0,38.0,,55.698093,12.545587,2017-01-21 04:31:51.043257
10593154,54654834,Shared room,,Amager Vest,24,5.0,1,1.0,38.0,,55.66265,12.598729,2017-01-21 04:31:51.040724
