room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
15472844,1072,69334097,Shared room,,Dublin,,Dublin city and suburbs,4,5.0,2,1.0,,49.0,,2017-04-14 23:22:49.109761,53.35754,-6.260034,0101000020E61000006B64575A460A19C08481E7DEC3AD4A40
17395304,1072,117464939,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,4,1.0,,439.0,,2017-04-14 23:22:46.826787,53.358454,-6.258635,0101000020E610000062670A9DD70819C0698F17D2E1AD4A40
4182308,1072,688739,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,4,1.0,,439.0,,2017-04-14 23:22:46.811763,53.340795,-6.238628,0101000020E6100000BAA3FFE55AF418C0F6D1A92B9FAB4A40
17785066,1072,121467697,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,6,1.0,,219.0,,2017-04-14 23:22:46.177622,53.344325,-6.266974,0101000020E61000007B87DBA1611119C0FC1873D712AC4A40
17698655,1072,7289423,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,1,1.0,,165.0,,2017-04-14 23:22:44.330541,53.351972,-6.276468,0101000020E6100000E78F696D1A1B19C0CA8D226B0DAD4A40
15899303,1072,94037946,Shared room,,Dublin,,Dublin city and suburbs,6,4.5,3,1.0,,175.0,,2017-04-14 23:22:44.326964,53.342124,-6.293449,0101000020E6100000F52C08E57D2C19C09E961FB8CAAB4A40
12378800,1072,66901116,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,6,1.0,,142.0,,2017-04-14 23:22:42.947381,53.345697,-6.377925,0101000020E6100000FB5C6DC5FE8219C0A4A99ECC3FAC4A40
9782640,1072,30205062,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,2,1.0,,109.0,,2017-04-14 23:22:41.763098,53.345016,-6.278531,0101000020E61000004FB0FF3A371D19C0624CFA7B29AC4A40
5546239,1072,24625492,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,2,1.0,,104.0,,2017-04-14 23:22:41.731436,53.351271,-6.269951,0101000020E61000000917F2086E1419C04084B872F6AC4A40
15496988,1072,40031291,Shared room,,Dublin,,Dublin city and suburbs,2,0.0,2,1.0,,97.0,,2017-04-14 23:22:40.436769,53.344543,-6.237232,0101000020E6100000394206F2ECF218C06A882AFC19AC4A40
17717940,1072,96187081,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,1,1.0,,88.0,,2017-04-14 23:22:40.434445,53.364635,-6.263913,0101000020E6100000FDF49F353F0E19C00DFD135CACAE4A40
17730997,1072,120903497,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,1,1.0,,99.0,,2017-04-14 23:22:40.432227,53.351463,-6.264928,0101000020E6100000C32D1F49490F19C0856055BDFCAC4A40
12281736,1072,12035918,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,1,1.0,,99.0,,2017-04-14 23:22:40.429632,53.34712,-6.255543,0101000020E61000000DE36E10AD0519C0CDE49B6D6EAC4A40
6670810,1072,33421590,Shared room,,Dublin,,Dublin city and suburbs,24,4.0,4,1.0,,85.0,,2017-04-14 23:22:40.425779,53.357331,-6.247005,0101000020E61000003ECBF3E0EEFC18C06A6CAF05BDAD4A40
17250812,1072,112252978,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,2,1.0,,71.0,,2017-04-14 23:22:39.305301,53.306957,-6.301651,0101000020E61000000839EFFFE33419C09E23F25D4AA74A40
7355856,1072,20051649,Shared room,,Dublin,,Dublin city and suburbs,2,0.0,2,1.0,,66.0,,2017-04-14 23:22:39.300749,53.35137,-6.272,0101000020E61000004A0C022B871619C0D46531B1F9AC4A40
16312530,1072,64283430,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,1,1.0,,72.0,,2017-04-14 23:22:39.298115,53.337565,-6.270209,0101000020E6100000E75608ABB11419C01AA3755435AB4A40
4029713,1072,15061499,Shared room,,Dublin,,Dublin city and suburbs,55,5.0,2,1.0,,71.0,,2017-04-14 23:22:39.295086,53.385205,-6.141895,0101000020E61000001ADD41EC4C9118C0BAA0BE654EB14A40
17456432,1072,118187009,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,1,1.0,,77.0,,2017-04-14 23:22:39.292451,53.336727,-6.288704,0101000020E6100000C5E57805A22719C01157CEDE19AB4A40
5630103,1072,28355799,Shared room,,Dublin,,Dublin city and suburbs,13,4.0,3,1.0,,49.0,,2017-04-14 23:22:37.878809,53.404966,-6.212276,0101000020E61000001DE736E15ED918C0F8FE06EDD5B34A40
5472819,1072,28355799,Shared room,,Dublin,,Dublin city and suburbs,27,4.5,3,1.0,,49.0,,2017-04-14 23:22:37.876216,53.3986,-6.198308,0101000020E610000003249A4011CB18C0C217265305B34A40
8592348,1072,33421590,Shared room,,Dublin,,Dublin city and suburbs,3,3.5,4,1.0,,57.0,,2017-04-14 23:22:37.874250,53.288461,-6.133805,0101000020E6100000452A8C2D048918C0F295404AECA44A40
5533460,1072,28355799,Shared room,,Dublin,,Dublin city and suburbs,14,4.5,3,1.0,,49.0,,2017-04-14 23:22:37.871510,53.403248,-6.21378,0101000020E6100000D027F224E9DA18C0B51666A19DB34A40
8006507,1072,38442859,Shared room,,Dublin,,Dublin city and suburbs,1,0.0,2,1.0,,49.0,,2017-04-14 23:22:37.868727,53.271857,-6.373562,0101000020E6100000081D7409877E19C02618CE35CCA24A40
15138246,1072,95992820,Shared room,,Dublin,,Dublin city and suburbs,2,0.0,1,1.0,,46.0,,2017-04-14 23:22:37.866399,53.384913,-6.413478,0101000020E61000004276DEC666A719C0126745D444B14A40
3964994,1072,4507331,Shared room,,Dublin,,Dublin city and suburbs,49,3.5,2,1.0,,59.0,,2017-04-14 23:22:37.863630,53.385668,-6.216431,0101000020E6100000C05C8B16A0DD18C08F8EAB915DB14A40
5647423,1072,28355799,Shared room,,Dublin,,Dublin city and suburbs,21,4.5,1,1.0,,49.0,,2017-04-14 23:22:37.861501,53.403695,-6.213805,0101000020E610000097E2AAB2EFDA18C084471B47ACB34A40
14152235,1072,85514505,Shared room,,Dublin,,Dublin city and suburbs,0,0.0,14,1.0,,44.0,,2017-04-14 23:22:37.859356,53.38708,-6.254613,0101000020E6100000B98B3045B90419C0C47762D68BB14A40
8166909,1072,43103292,Shared room,,Dublin,,Dublin city and suburbs,16,4.0,16,1.0,,54.0,,2017-04-14 23:22:37.856614,53.35824,-6.260969,0101000020E61000004D1421753B0B19C03D0FEECEDAAD4A40
