room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,property_type,last_modified,latitude,longitude,location
3408027,1235,10984418,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,2,0.0,2,1.0,,136.0,,One-bedroom apartment Helsinki,Apartment,2017-05-18 03:14:32.593873,60.179266,24.9257,0101000020E61000003EE8D9ACFAEC384072A43330F2164E40
17443014,1235,26259631,Entire home/apt,,Helsinki,,LAUTTASAARI,0,0.0,6,2.0,,142.0,,Cozy 2-bedroom apartment with sauna,Apartment,2017-05-18 03:14:32.590501,60.16162,24.857732,0101000020E610000090BB085394DB38409430D3F6AF144E40
2020776,1235,10386892,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,2,0.0,2,1.0,,142.0,,Kodikas kaksio Sibeliuspuiston vier,Apartment,2017-05-18 03:14:32.588033,60.183663,24.912778,0101000020E61000001F82AAD1ABE938401D3EE94482174E40
15855497,1235,5382198,Entire home/apt,,Helsinki,,PUNAVUORI,0,0.0,4,3.0,,136.0,,Family house with great location,Apartment,2017-05-18 03:14:32.585552,60.158202,24.9376,0101000020E6100000C7BAB88D06F03840B61490F63F144E40
7801506,1235,8790292,Entire home/apt,,Helsinki,,KALLIO,0,0.0,4,2.0,,136.0,,Cozy top-floor apartment in Kallio,Apartment,2017-05-18 03:14:32.582830,60.182954,24.951993,0101000020E61000005C0531D0B5F33840115663096B174E40
9882073,1235,9499209,Entire home/apt,,Helsinki,,ULLANLINNA,8,5.0,4,2.0,,131.0,,Lovely 98m2 next to sea & park,Apartment,2017-05-18 03:14:32.543749,60.156275,24.947041,0101000020E61000009CF86A4771F238405917B7D100144E40
16109622,1235,11956103,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,2,0.0,2,0.0,,131.0,,Cosy studio close to city center,Apartment,2017-05-18 03:14:31.642584,60.179805,24.926575,0101000020E61000008C4AEA0434ED38402254A9D903174E40
13462712,1235,20419883,Entire home/apt,,Helsinki,,KAMPPI,4,5.0,3,2.0,,136.0,,Cosy flat in the heart of Helsinki,Apartment,2017-05-18 03:14:31.639157,60.164917,24.927783,0101000020E6100000E7C8CA2F83ED3840F8C610001C154E40
833197,1235,170343,Entire home/apt,,Helsinki,,KÄPYLÄ,17,4.5,2,1.0,,126.0,,"Traditional wooden house, Käpylä",Apartment,2017-05-18 03:14:31.636740,60.209348,24.941412,0101000020E6100000DC0F786000F13840D3BD4EEACB1A4E40
3725357,1235,19031110,Entire home/apt,,Helsinki,,KALLIO,0,0.0,4,0.0,,131.0,,Cosy 26m² flat near Flow Festival,Apartment,2017-05-18 03:14:31.630634,60.18256,24.947916,0101000020E6100000EA5A7B9FAAF2384065C746205E174E40
7283290,1235,38137605,Entire home/apt,,Helsinki,,ULLANLINNA,59,4.5,7,1.0,,129.0,,Modern & cosy penthouse in Helsinki,Condominium,2017-05-18 03:14:31.626526,60.16163,24.942807,0101000020E61000009B70AFCC5BF13840B806B64AB0144E40
3134338,1235,15916157,Entire home/apt,,Helsinki,,TUOMARINKYLÄ,19,5.0,6,4.0,,135.0,,"Awesome, 160 m2 modern new house",House,2017-05-18 03:14:31.624042,60.260148,24.953686,0101000020E61000002FA704C424F43840560F98874C214E40
6332011,1235,32961072,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,1,0.0,2,1.0,,136.0,,A charming home in central Helsinki,Apartment,2017-05-18 03:14:31.621121,60.175878,24.924584,0101000020E6100000A5677A89B1EC3840FE0A992B83164E40
7854838,1235,6309505,Entire home/apt,,Helsinki,,LÄNSISATAMA,4,4.5,3,1.0,,133.0,,Compact apartment with seaview,Apartment,2017-05-18 03:14:31.618124,60.157421,24.910084,0101000020E6100000E59CD843FBE83840105A0F5F26144E40
7628082,1235,40015566,Entire home/apt,,Helsinki,,MUNKKINIEMI,0,0.0,2,1.0,,136.0,,"Apartment in Helsinki, Munkkiniemi",Apartment,2017-05-18 03:14:31.615184,60.198424,24.881762,0101000020E610000005DB8827BBE13840EA5E27F565194E40
7554338,1235,14459337,Entire home/apt,,Helsinki,,VALLILA,3,4.5,3,0.0,,136.0,,55m2 home in hip Kallio district,Apartment,2017-05-18 03:14:31.612641,60.189244,24.957034,0101000020E6100000FA28232E00F538406C7BBB2539184E40
11119819,1235,12061256,Entire home/apt,,Helsinki,,TAMMISALO,4,5.0,5,3.0,,136.0,,"Modern Scandi home by the sea, 20 mins to the city",Townhouse,2017-05-18 03:14:31.609581,60.193772,25.066668,0101000020E610000092B06F2711113940B5705985CD184E40
12227836,1235,65754432,Entire home/apt,,Helsinki,,PUNAVUORI,0,0.0,6,2.0,,139.0,,Lovely appartment (110m2) in the heart of Helsinki,Apartment,2017-05-18 03:14:31.603938,60.162879,24.938288,0101000020E6100000B03A72A433F03840431A1538D9144E40
11215429,1235,31220095,Entire home/apt,,Helsinki,,KATAJANOKKA,1,0.0,5,2.0,,136.0,,2 bedroom apartment in Katajanokka,Apartment,2017-05-18 03:14:31.601221,60.165024,24.970461,0101000020E6100000200BD12170F838400E87A5811F154E40
5930295,1235,9231897,Entire home/apt,,Helsinki,,KALLIO,10,4.5,10,4.0,,136.0,,"Beautiful 4 Bedroom flat, Kallio",Apartment,2017-05-18 03:14:31.582005,60.186042,24.947249,0101000020E6100000302B14E97EF238405AD76839D0174E40
3617926,1235,648084,Entire home/apt,,Helsinki,,KAMPPI,0,0.0,2,1.0,,142.0,,Luxury apt. Helsinki downtown,Apartment,2017-05-18 03:14:31.574378,60.164946,24.930289,0101000020E61000001BD47E6B27EE384092CD55F31C154E40
13481850,1235,32946116,Entire home/apt,,Helsinki,,KRUUNUNHAKA,1,0.0,6,3.0,,136.0,,3 bedroom apartment in the city center,Apartment,2017-05-18 03:14:31.539565,60.172264,24.955682,0101000020E610000039605793A7F438409A232BBF0C164E40
7514201,1235,17532905,Entire home/apt,,Helsinki,,HERMANNI,7,4.5,4,2.0,,136.0,,"3-room apartment with sauna, 81 m2",Apartment,2017-05-18 03:14:29.424843,60.190074,24.968703,0101000020E61000007F8978EBFCF73840F3E8465854184E40
3564300,1235,1724487,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,31,5.0,4,1.0,,136.0,,Beautiful downtown apartment,Apartment,2017-05-18 03:14:29.418717,60.175556,24.926579,0101000020E61000000F29064834ED3840EC4E779E78164E40
15251826,1235,96993511,Entire home/apt,,Helsinki,,PUNAVUORI,2,0.0,2,0.0,,136.0,,"Lovely loft studio, perfect central location",Apartment,2017-05-18 03:14:29.414895,60.160922,24.941289,0101000020E6100000A515DF50F8F038407C9A931799144E40
16384377,1235,107326552,Entire home/apt,,Helsinki,,KALLIO,0,0.0,6,1.0,,136.0,,"Studio in picturesque Torkkelinmäki, Kallio",Apartment,2017-05-18 03:14:29.412338,60.185894,24.956064,0101000020E610000009E23C9CC0F43840E542E55FCB174E40
12233397,1235,36973722,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,18,5.0,6,0.0,,136.0,,Cozy Studio In The City Center - Feel the Vibe!,Apartment,2017-05-18 03:14:29.409799,60.174962,24.927668,0101000020E6100000B58B69A67BED38407905A22765164E40
6468310,1235,1009967,Entire home/apt,,Helsinki,,ULLANLINNA,4,4.5,4,1.0,,136.0,,Seaview studio in centrum with loft&own bigterrace,Apartment,2017-05-18 03:14:29.406718,60.160177,24.943524,0101000020E6100000B9FDF2C98AF13840234910AE80144E40
3798443,1235,6660204,Entire home/apt,,Helsinki,,SÖRNÄINEN,1,0.0,2,0.0,,136.0,,Yksiö Kalliossa superlähellä Flowta,Apartment,2017-05-18 03:14:29.403429,60.186771,24.96569,0101000020E61000000113B87537F73840AD6BB41CE8174E40
18303368,1235,16763353,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,0,0.0,5,2.0,,131.0,,110m2 apt w/ view over the Rock Church and 2BR,Apartment,2017-05-18 03:14:29.400815,60.17466,24.925313,0101000020E61000004B901150E1EC3840AEF545425B164E40
3347613,1235,1411936,Entire home/apt,,Helsinki,,KAMPPI,52,4.5,5,1.0,,135.0,,Center: Perfect Location 2 (E1C24),Apartment,2017-05-18 03:14:29.398370,60.16883,24.937026,0101000020E61000006F8099EFE0EF3840B64AB0389C154E40
9502957,1235,4908821,Entire home/apt,,Helsinki,,PASILA,0,0.0,4,1.0,,125.0,,"Lovely home 1,9 km from FLOW",Apartment,2017-05-18 03:14:29.370485,60.198268,24.943654,0101000020E610000055BDFC4E93F13840F2EB87D860194E40
1947817,1235,5971648,Entire home/apt,,Helsinki,,PASILA,22,5.0,4,2.0,,124.0,,2 Bedrooms with own private Sauna!,Apartment,2017-05-18 03:14:29.364892,60.201682,24.919196,0101000020E6100000309DD66D50EB38408F183DB7D0194E40
9825316,1235,36414649,Entire home/apt,,Helsinki,,ULLANLINNA,0,0.0,4,1.0,,136.0,,Historical Helsinki,Apartment,2017-05-18 03:14:29.361988,60.162211,24.947123,0101000020E6100000174A26A776F2384096067E54C3144E40
17952077,1235,17356661,Entire home/apt,,Helsinki,,KAMPPI,1,0.0,2,1.0,,135.0,,Quiet & elegant apartment in urban Kamppi,Apartment,2017-05-18 03:14:29.358899,60.165669,24.937514,0101000020E6100000CA8AE1EA00F03840037B4CA434154E40
8137144,1235,40305374,Entire home/apt,,Helsinki,,PASILA,4,5.0,4,2.0,,131.0,,"Family apartment, 2 bdrms, balcony",Apartment,2017-05-18 03:14:29.344625,60.200014,24.921801,0101000020E61000008B6B7C26FBEB3840FF5E0A0F9A194E40
7821901,1235,2370632,Entire home/apt,,Helsinki,,LÄNSISATAMA,41,5.0,6,2.0,,131.0,,Stylish modern 2BR  close to the city,Apartment,2017-05-18 03:14:28.168387,60.158779,24.915442,0101000020E610000084622B685AEA38405325CADE52144E40
2873516,1235,14686481,Entire home/apt,,Helsinki,,KLUUVI,21,4.0,2,1.0,,125.0,,Apartment in Helsinki City Center,Apartment,2017-05-18 03:14:28.165938,60.17308,24.944854,0101000020E6100000AA7EA5F3E1F13840BCCB457C27164E40
17710962,1235,116956609,Entire home/apt,,Helsinki,,KLUUVI,0,0.0,3,1.0,,136.0,,Töölöbay 67 m2 apartment in heart of Helsinki,Apartment,2017-05-18 03:14:28.163703,60.17729,24.938157,0101000020E61000007383A10E2BF0384034F44F70B1164E40
18654027,1235,129624560,Entire home/apt,,Helsinki,,KAARTINKAUPUNKI,0,0.0,6,3.0,,128.0,,Modern Apartment,Apartment,2017-05-18 03:14:28.161515,60.164311,24.949842,0101000020E6100000035E66D828F33840C0AF912408154E40
6469254,1235,33796705,Entire home/apt,,Helsinki,,LAAJASALO,10,5.0,5,3.0,,136.0,,Spacious 110m2 home near Marimekko,Townhouse,2017-05-18 03:14:28.156776,60.162562,25.052796,0101000020E6100000105CE509840D394043C9E4D4CE144E40
17118614,1235,23881596,Entire home/apt,,Helsinki,,KAMPPI,3,4.5,2,1.0,,125.0,,Apartment near Stockman Helsinki with balcony,Apartment,2017-05-18 03:14:28.154208,60.165872,24.934151,0101000020E610000094861A8524EF38403BA92F4B3B154E40
13784252,1235,21443394,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,2,0.0,4,1.0,,136.0,,"Family friendly apt close to center, Töölö. Wifi.",Apartment,2017-05-18 03:14:28.150926,60.18369,24.924282,0101000020E61000000F48C2BE9DEC3840164D672783174E40
15440203,1235,98625395,Entire home/apt,,Helsinki,,TOUKOLA,1,0.0,6,3.0,,136.0,,"Sauna, sea and space for the whole group!",Apartment,2017-05-18 03:14:28.148286,60.207386,24.975617,0101000020E6100000F06B2409C2F93840FAD2DB9F8B1A4E40
16268956,1235,37915177,Entire home/apt,,Helsinki,,PUNAVUORI,11,5.0,4,1.0,,136.0,,Sweet scandinavian styled apartment in city center,Apartment,2017-05-18 03:14:28.104842,60.162578,24.936641,0101000020E6100000BE175FB4C7EF384049861C5BCF144E40
6382269,1235,33268123,Entire home/apt,,Helsinki,,KRUUNUNHAKA,17,5.0,4,2.0,,125.0,,"2rooms, kitchen, balcony",Apartment,2017-05-18 03:14:28.101846,60.174966,24.956599,0101000020E6100000E5620CACE3F43840BAF42F4965164E40
11403936,1235,51897462,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,14,4.5,5,2.0,,136.0,,Moder & stylish Scandic style home,Apartment,2017-05-18 03:14:28.097709,60.171789,24.919062,0101000020E610000011FFB0A547EB38400168942EFD154E40
3460989,1235,17441096,Entire home/apt,,Helsinki,,KATAJANOKKA,64,5.0,4,1.0,,125.0,,Apartment in center with sea view,Apartment,2017-05-18 03:14:28.095141,60.168029,24.967427,0101000020E61000007444BE4BA9F73840C9E369F981154E40
14666721,1235,89786426,Entire home/apt,,Helsinki,,KAMPPI,26,5.0,6,1.0,,125.0,,Nice+cosy 40 m2 size 2 rooms flat in Helsinki city,Apartment,2017-05-18 03:14:28.092237,60.164785,24.928944,0101000020E6100000C0D02346CFED384089EFC4AC17154E40
18252198,1235,126132637,Entire home/apt,,Helsinki,,KAMPPI,0,0.0,5,2.0,,125.0,,Modern apartment in the city center,Apartment,2017-05-18 03:14:28.085761,60.162566,24.922859,0101000020E6100000BBD1C77C40EC384084B872F6CE144E40
14355326,1235,25459195,Entire home/apt,,Helsinki,,PUNAVUORI,27,5.0,6,1.0,,125.0,,Helsinki South Central Apartment,Apartment,2017-05-18 03:14:28.078998,60.163064,24.937377,0101000020E6100000C90567F0F7EF3840D593F947DF144E40
14050110,1235,23762552,Entire home/apt,,Helsinki,,KAMPPI,7,5.0,4,1.0,,136.0,,60sqm Apartment with Great Location,Apartment,2017-05-18 03:14:28.062448,60.165935,24.927439,0101000020E6100000F2086EA46CED38408121AB5B3D154E40
1507492,1235,5950305,Entire home/apt,,Helsinki,,KAMPPI,119,5.0,4,2.0,,125.0,,"Cozy Home,2 Rooms,Great Location!Welcome!:)",Apartment,2017-05-18 03:14:26.192432,60.165175,24.930545,0101000020E6100000D174763238EE3840F38E537424154E40
13383580,1235,75786456,Entire home/apt,,Helsinki,,KATAJANOKKA,24,5.0,3,1.0,,142.0,,"Central luxury apartment, private sauna, balcony",Apartment,2017-05-18 03:14:26.189642,60.167524,24.970449,0101000020E6100000976F7D586FF83840C6A52A6D71154E40
14483849,1235,89340603,Entire home/apt,,Helsinki,,ULLANLINNA,8,5.0,3,1.0,,136.0,,Cosy and stylish studio in the heart of Helsinki,Apartment,2017-05-18 03:14:26.187446,60.157477,24.944005,0101000020E6100000AF42CA4FAAF13840A46FD23428144E40
7315946,1235,16613906,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,20,5.0,3,1.0,,125.0,,Charming city apparment,Condominium,2017-05-18 03:14:26.185231,60.172604,24.924131,0101000020E6100000433866D993EC384053944BE317164E40
2550059,1235,10356199,Entire home/apt,,Helsinki,,LÄNSISATAMA,26,4.5,4,1.0,,131.0,,Design loft w sauna & sea view,Apartment,2017-05-18 03:14:26.182343,60.164404,24.902961,0101000020E61000003F90BC7328E7384071AAB5300B154E40
14598208,1235,3345516,Entire home/apt,,Helsinki,,TOUKOLA,4,5.0,5,2.0,,125.0,,Spacious Family Apt with Sauna!,Apartment,2017-05-18 03:14:26.179434,60.201526,24.970298,0101000020E6100000CC5F217365F8384098A59D9ACB194E40
14957649,1235,94165230,Entire home/apt,,Helsinki,,KRUUNUNHAKA,6,5.0,2,1.0,,125.0,,City center luxury with a nice Helsinki view,Apartment,2017-05-18 03:14:26.174551,60.173401,24.95711,0101000020E6100000B0AC342905F53840FE0B040132164E40
5831765,1235,17081157,Entire home/apt,,Helsinki,,KLUUVI,26,5.0,4,1.0,,135.0,,Modern Home in Heart of the City,Apartment,2017-05-18 03:14:26.171639,60.169776,24.947148,0101000020E6100000C878944A78F23840A6D24F38BB154E40
14319972,1235,5267155,Entire home/apt,,Helsinki,,KAMPPI,11,5.0,3,1.0,,135.0,,Luxury apartment with SAUNA & high speed WiFi,Apartment,2017-05-18 03:14:26.168823,60.164266,24.938472,0101000020E6100000333674B33FF0384020EC14AB06154E40
15504136,1235,99594202,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,11,5.0,3,0.0,,131.0,,Cozy loft studio,Loft,2017-05-18 03:14:26.154433,60.176236,24.924452,0101000020E6100000C7B8E2E2A8EC38405E30B8E68E164E40
16822301,1235,16763353,Entire home/apt,,Helsinki,,KAMPPI,14,5.0,4,1.0,,141.0,,Rooftop 1br apt with Terrace and Sauna,Apartment,2017-05-18 03:14:26.151501,60.167564,24.927557,0101000020E6100000062D246074ED384054FEB5BC72154E40
15921898,1235,1411936,Entire home/apt,,Helsinki,,KAMPPI,34,4.5,6,2.0,,135.0,,New Two Bedroom Apartment in the Center (R10b55),Apartment,2017-05-18 03:14:26.149019,60.166368,24.926936,0101000020E61000002D7C7DAD4BED3840EB8CEF8B4B154E40
11650939,1235,17462303,Entire home/apt,,Helsinki,,SÖRNÄINEN,13,5.0,4,2.0,,125.0,,Beautiful apartment by the sea,Apartment,2017-05-18 03:14:26.146493,60.177529,24.961686,0101000020E61000006405BF0D31F63840B98B3045B9164E40
5068445,1235,2526990,Entire home/apt,,Helsinki,,PUNAVUORI,22,5.0,4,1.0,,135.0,,Big & stylish Design District home,Apartment,2017-05-18 03:14:26.139413,60.160277,24.937648,0101000020E6100000E92807B309F0384087A6ECF483144E40
3249046,1235,6981313,Entire home/apt,,Helsinki,,ULLANLINNA,248,4.5,5,2.0,,112.0,,Industreal 2BD room on promenade,Apartment,2017-05-18 03:14:24.345265,60.160603,24.946239,0101000020E6100000223317B83CF23840DB519CA38E144E40
12660208,1235,68784658,Entire home/apt,,Helsinki,,LÄNSISATAMA,22,5.0,2,1.0,,108.0,,Unique and Homey Apartment With Balcony,Apartment,2017-05-18 03:14:24.324483,60.160118,24.916189,0101000020E610000077F4BF5C8BEA38401EC022BF7E144E40
2579093,1235,4476437,Entire home/apt,,Helsinki,,OULUNKYLÄ,8,4.5,8,4.0,,108.0,,Amazing architecture w/ nice garden,Apartment,2017-05-18 03:14:24.317506,60.226,24.935816,0101000020E6100000D3122BA391EF3840B0726891ED1C4E40
13036514,1235,35935706,Entire home/apt,,Helsinki,,PUNAVUORI,2,0.0,4,1.0,,113.0,,Spacious 73sqm walkable anywhere,Apartment,2017-05-18 03:14:23.562766,60.158637,24.936201,0101000020E6100000857B65DEAAEF3840C0779B374E144E40
18265950,1235,28499068,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,0,0.0,2,0.0,,111.0,,Beautiful lofty apartment in central Helsinki,Apartment,2017-05-18 03:14:23.545171,60.181609,24.926665,0101000020E61000000C59DDEA39ED384063D4B5F63E174E40
11269556,1235,42261281,Entire home/apt,,Helsinki,,KAMPPI,7,5.0,2,1.0,,111.0,,Cozy 1BR 42m2 apartment in the heart of Helsinki,Apartment,2017-05-18 03:14:23.542244,60.166461,24.925793,0101000020E6100000A0DD21C500ED38409C8713984E154E40
7904924,1235,41684291,Entire home/apt,,Helsinki,,KÄPYLÄ,3,4.5,8,3.0,,113.0,,New 4 Room 100m2 Family Apartment!,Apartment,2017-05-18 03:14:23.539963,60.220381,24.949258,0101000020E61000006477819202F3384074D4D171351C4E40
16349555,1235,107053251,Entire home/apt,,Helsinki,,KRUUNUNHAKA,5,4.5,4,2.0,,113.0,,Cosy Home In The Heart Of Helsinki,Apartment,2017-05-18 03:14:23.537564,60.172396,24.958437,0101000020E6100000BF4692205CF5384009FB761211164E40
18667539,1235,129737377,Entire home/apt,,Helsinki,,ALPPIHARJU,0,0.0,6,2.0,,113.0,,Large apartment with good repair,Apartment,2017-05-18 03:14:23.533268,60.187415,24.954037,0101000020E6100000882CD2C43BF43840D2E3F736FD174E40
11250371,1235,23762552,Entire home/apt,,Helsinki,,KAMPPI,2,0.0,4,1.0,,108.0,,49sqm Apartment with Great Location,Apartment,2017-05-18 03:14:23.530137,60.168093,24.927657,0101000020E6100000CDE7DCED7AED3840E0D7481284154E40
11196895,1235,31220095,Entire home/apt,,Helsinki,,KAMPPI,0,0.0,2,1.0,,112.0,,1bedroom apartment in Uudenmaankatu,Apartment,2017-05-18 03:14:23.526951,60.164265,24.939617,0101000020E610000000C45DBD8AF038405070B1A206154E40
7803020,1235,13448803,Entire home/apt,,Helsinki,,KATAJANOKKA,7,5.0,3,1.0,,113.0,,A fresh and newly renovated flat,Apartment,2017-05-18 03:14:23.510173,60.166454,24.967789,0101000020E6100000B56D1805C1F73840EA245B5D4E154E40
9816737,1235,1575096,Entire home/apt,,Helsinki,,KAARTINKAUPUNKI,3,5.0,3,1.0,,108.0,,Central Apt on a Historic Street,Apartment,2017-05-18 03:14:23.473417,60.164017,24.944806,0101000020E6100000881057CEDEF13840787E5182FE144E40
8881509,1235,46474801,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,1,0.0,8,2.0,,119.0,,Aesthetic apartment in city center,Apartment,2017-05-18 03:14:22.401594,60.170754,24.930298,0101000020E6100000C2887D0228EE3840A2D45E44DB154E40
17306593,1235,24609097,Entire home/apt,,Helsinki,,PUNAVUORI,0,0.0,4,2.0,,113.0,,"Nice 3 rooms @ Design District, heart of Helsinki",Apartment,2017-05-18 03:14:22.396751,60.161221,24.939181,0101000020E61000004B06802A6EF03840D636C5E3A2144E40
8367270,1235,44099862,Entire home/apt,,Helsinki,,KAMPPI,0,0.0,3,1.0,,124.0,,Best location & view over the city,Apartment,2017-05-18 03:14:22.393732,60.169747,24.93731,0101000020E6100000B936548CF3EF38400CCC0A45BA154E40
11215334,1235,31220095,Entire home/apt,,Helsinki,,KAARTINKAUPUNKI,1,0.0,2,1.0,,124.0,,1bedroom apartment in Ullanlinna,Apartment,2017-05-18 03:14:22.388485,60.163977,24.945968,0101000020E6100000021077F52AF23840EA25C632FD144E40
1274088,1235,6935218,Entire home/apt,,Helsinki,,KAMPPI,5,4.5,3,1.0,,109.0,,Yksiö Helsingin keskustassa,House,2017-05-18 03:14:22.385201,60.165021,24.929775,0101000020E61000006EA301BC05EE38409D137B681F154E40
6513737,1235,34056591,Entire home/apt,,Helsinki,,PUNAVUORI,5,5.0,2,1.0,,119.0,,Great scandinavian style apartment,House,2017-05-18 03:14:22.379876,60.15886,24.937181,0101000020E6100000BD6E1118EBEF38403F52448655144E40
9914012,1235,31220095,Entire home/apt,,Helsinki,,PUNAVUORI,0,0.0,2,1.0,,124.0,,One bedroom apartment in Punavuori,Apartment,2017-05-18 03:14:22.365895,60.159229,24.933518,0101000020E6100000323A2009FBEE384093C9A99D61144E40
613364,1235,3042160,Entire home/apt,,Helsinki,,KONALA,0,0.0,4,2.0,,113.0,,105m2 Modern House In Helsinki ,House,2017-05-18 03:14:22.341922,60.246039,24.835536,0101000020E610000073A1F2AFE5D538403145B9347E1F4E40
9362970,1235,48584397,Entire home/apt,,Helsinki,,LAUTTASAARI,0,0.0,4,1.0,,113.0,,Fresh apartment near everything!,Apartment,2017-05-18 03:14:22.339127,60.153726,24.881663,0101000020E6100000DF1797AAB4E13840BF45274BAD134E40
3798650,1235,16453280,Entire home/apt,,Helsinki,,TAMMISALO,1,0.0,3,1.0,,108.0,,Valoisa ja moderni 100 m2 asunto,Apartment,2017-05-18 03:14:22.321850,60.190524,25.062821,0101000020E610000084807C0915103940338D261763184E40
17595516,1235,1569461,Entire home/apt,,Helsinki,,KAMPPI,1,0.0,2,1.0,,108.0,,"Sweet 1Br for 2 Kamppi, Albert",Apartment,2017-05-18 03:14:20.524389,60.165513,24.93266,0101000020E6100000904946CEC2EE38400B08AD872F154E40
13955870,1235,5647900,Entire home/apt,,Helsinki,,SÖRNÄINEN,5,4.5,5,2.0,,114.0,,3 room apartment right next to Kallio  district,Apartment,2017-05-18 03:14:20.522099,60.187739,24.966403,0101000020E61000009CC1DF2F66F738408597E0D407184E40
3010702,1235,15342740,Entire home/apt,,Helsinki,,OULUNKYLÄ,1,0.0,7,4.0,,108.0,,,Apartment,2017-05-18 03:14:20.519731,60.22617,24.936372,0101000020E6100000DEE34C13B6EF38400DAB7823F31C4E40
1922920,1235,1340555,Entire home/apt,,Helsinki,,KAMPPI,30,5.0,4,2.0,,111.0,,Beautiful top floor apt in a centre,Apartment,2017-05-18 03:14:20.487789,60.161015,24.926226,0101000020E610000074B4AA251DED38402D95B7239C144E40
15977228,1235,12637403,Entire home/apt,,Helsinki,,ULLANLINNA,0,0.0,2,1.0,,113.0,,Great apartment in Ullanlinna!,Apartment,2017-05-18 03:14:20.474976,60.156412,24.944584,0101000020E61000002A53CC41D0F13840DA59F44E05144E40
1963611,1235,10145046,Entire home/apt,,Helsinki,,SÖRNÄINEN,6,5.0,3,2.0,,111.0,,2 Bedroom Apartment in Helsinki,Apartment,2017-05-18 03:14:20.395683,60.183195,24.96559,0101000020E61000003A58FFE730F7384036E50AEF72174E40
8212037,1235,43302940,Entire home/apt,,Helsinki,,VUOSAARI,15,4.5,5,2.0,,113.0,,Beautiful home,Apartment,2017-05-18 03:14:20.352954,60.205312,25.15946,0101000020E61000002905DD5ED2283940F9BCE2A9471A4E40
14009309,1235,36407286,Entire home/apt,,Helsinki,,KALLIO,2,0.0,3,1.0,,108.0,,Beautiful apartment near city center of Helsinki,Apartment,2017-05-18 03:14:20.349844,60.185326,24.945559,0101000020E61000003F70952710F238409C8C2AC3B8174E40
7491622,1235,23948949,Entire home/apt,,Helsinki,,LÄNSISATAMA,12,5.0,4,2.0,,110.0,,Stylish seaside home downtown,Apartment,2017-05-18 03:14:20.343076,60.160514,24.9131,0101000020E610000044FAEDEBC0E938406B4606B98B144E40
5235792,1235,27096110,Entire home/apt,,Helsinki,,ETU-TÖÖLÖ,0,0.0,3,1.0,,113.0,,"Cool, big, retro flat in the centre",Apartment,2017-05-18 03:14:20.340066,60.170989,24.921414,0101000020E61000009813B4C9E1EB3840E57CB1F7E2154E40
13460760,1235,3902271,Entire home/apt,,Helsinki,,KALLIO,9,4.5,6,2.0,,113.0,,"103m2apt w/1-2 br, iconic bldg in Hakaniemi/Kallio",Apartment,2017-05-18 03:14:20.336804,60.18145,24.949488,0101000020E6100000C7F143A511F33840FAEDEBC039174E40
5031854,1235,25976419,Entire home/apt,,Helsinki,,HAAGA,0,0.0,2,2.0,,113.0,,"Ohjaajantie 12 C, 00320 Helsinki",Apartment,2017-05-18 03:14:20.322193,60.227102,24.891477,0101000020E6100000DD2230D637E43840986DA7AD111D4E40
3553710,1235,7610518,Entire home/apt,,Helsinki,,TAKA-TÖÖLÖ,12,5.0,2,1.0,,112.0,,"Cozy 2-room apt, excellent location",Apartment,2017-05-18 03:14:18.224828,60.184204,24.919927,0101000020E610000018B5FB5580EB38406DE525FF93174E40
14352339,1235,24898426,Entire home/apt,,Helsinki,,KLUUVI,0,0.0,2,1.0,,113.0,,Ultimate location in downtown,Apartment,2017-05-18 03:14:18.208988,60.171673,24.946752,0101000020E61000002F6CCD565EF23840984D8061F9154E40
11624036,1235,32729331,Entire home/apt,,Helsinki,,KÄPYLÄ,1,0.0,5,2.0,,108.0,,Design Family Apartment in the Olympic village,Apartment,2017-05-18 03:14:18.192132,60.214233,24.95647,0101000020E6100000E99AC937DBF43840AB5CA8FC6B1B4E40
14316960,1235,9786379,Entire home/apt,,Helsinki,,KALLIO,3,5.0,4,0.0,,108.0,,Spacious studio in the lively Kallio district,Apartment,2017-05-18 03:14:18.168282,60.186774,24.958927,0101000020E61000005B40683D7CF538401EDFDE35E8174E40
3652864,1235,18474799,Entire home/apt,,Helsinki,,SÖRNÄINEN,14,4.5,4,1.0,,108.0,,Probably the best location in HEL,Apartment,2017-05-18 03:14:18.164821,60.188266,24.968135,0101000020E6100000EB1C03B2D7F738407079AC1919184E40
