room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6347301,31584727,Shared room,,Holyrood,36,4.0,10,1.0,151.0,,55.949363,-3.192194,2016-12-26 13:49:11.229785
5013703,24130727,Shared room,,New Town,1,0.0,1,1.0,127.0,,55.953884,-3.191165,2016-12-26 13:49:10.204723
5002784,24130727,Shared room,,Holyrood,4,5.0,1,1.0,127.0,,55.953184,-3.189495,2016-12-26 13:49:10.201464
8614766,33096930,Shared room,,Southside,2,0.0,10,1.0,89.0,,55.943237,-3.180376,2016-12-26 13:49:08.073735
14182802,83363519,Shared room,,Alnwickhill,11,5.0,4,1.0,89.0,,55.917468,-3.160061,2016-12-26 13:49:08.054796
11008378,36155037,Shared room,,Holyrood,0,0.0,4,1.0,63.0,,55.950378,-3.185624,2016-12-26 13:49:06.941032
16141909,105324978,Shared room,,Dalry,0,0.0,2,1.0,63.0,,55.942645,-3.219386,2016-12-26 13:49:06.938392
10160178,2408509,Shared room,,Pilton,5,4.5,2,1.0,63.0,,55.974568,-3.248643,2016-12-26 13:49:06.935959
16402907,105566264,Shared room,,Holyrood,0,0.0,2,1.0,63.0,,55.949828,-3.18753,2016-12-26 13:49:06.932951
14310639,68424138,Shared room,,Restalrig,7,5.0,2,1.0,42.0,,55.960883,-3.14539,2016-12-26 13:49:05.821512
10869238,33888237,Shared room,,Holyrood,2,0.0,4,1.0,44.0,,55.949226,-3.18937,2016-12-26 13:49:05.819245
13646172,76713575,Shared room,,Moat,5,4.0,4,1.0,50.0,,55.937583,-3.242713,2016-12-26 13:49:05.815370
7985150,20178674,Shared room,,Tollcross,2,0.0,1,1.0,52.0,,55.941881,-3.202241,2016-12-26 13:49:05.812345
14665514,91117107,Shared room,,Harbour,2,0.0,2,1.0,50.0,,55.972998,-3.181131,2016-12-26 13:49:05.810019
