room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
4053209,1140,21018788,Private room,,Edinburgh,,Moat,39,5.0,2,1.0,,27.0,,Modern double room,2017-04-24 03:16:20.011799,55.927093,-3.250779,0101000020E61000004D309C6B98010AC0DEACC1FBAAF64B40
3583099,1140,17155217,Private room,,Edinburgh,,New Town,8,4.5,2,1.0,,376.0,,2016 New Year's Hogmanay! City Centre,2017-04-24 03:16:10.270243,55.957887,-3.198187,0101000020E610000056F0DB10E39509C0BC218D0A9CFA4B40
14498032,1140,89510686,Private room,,Edinburgh,,Moat,15,4.5,2,1.0,,330.0,,Room -  Inbetween City Centre and Airport,2017-04-24 03:16:10.266770,55.928823,-3.254036,0101000020E6100000A20DC00644080AC0E5620CACE3F64B40
6793122,1140,35559709,Private room,,Edinburgh,,Stockbridge,3,4.5,2,1.0,,211.0,,Beautiful Victorian Apartment,2017-04-24 03:16:08.422913,55.958016,-3.213983,0101000020E6100000223317B83CB609C0BA85AE44A0FA4B40
375346,1140,1729542,Private room,,Edinburgh,,New Town,9,4.5,3,1.0,,225.0,,B&B-Heart of Edinburgh Triple rm7,2017-04-24 03:16:08.417812,55.954472,-3.201028,0101000020E61000006EA46C91B49B09C04F7974232CFA4B40
14165405,1140,85634417,Private room,,Edinburgh,,Tollcross,3,4.5,2,1.0,,264.0,,City Centre Festival Apartment with Castle Views,2017-04-24 03:16:08.393343,55.945335,-3.202565,0101000020E610000090831266DA9E09C0D061BEBC00F94B40
12054337,1140,18585079,Private room,,Edinburgh,,Tollcross,14,5.0,2,1.0,,238.0,,1 BR in Spacious Apartment in Art Deco Building,2017-04-24 03:16:08.391082,55.946435,-3.205628,0101000020E61000009622F94A20A509C0176536C824F94B40
13427858,1140,65806189,Private room,,Edinburgh,,Lorne,33,4.0,2,1.0,,264.0,,Nice Room in Edinburgh City,2017-04-24 03:16:08.388729,55.968836,-3.177118,0101000020E610000070438CD7BC6A09C0FF976BD102FC4B40
17950430,1140,121818435,Private room,,Edinburgh,,Fountainbridge,3,4.0,8,3.0,,211.0,,New Apartment suitable for 3-8 people,2017-04-24 03:16:08.385890,55.940769,-3.210022,0101000020E61000002B86AB0320AE09C09A0B5C1E6BF84B40
9562272,1140,48893328,Private room,,Edinburgh,,Mayfield,12,5.0,2,1.0,,198.0,,Cosy Spacious Double Room,2017-04-24 03:16:07.028960,55.927723,-3.166456,0101000020E6100000A8C821E2E65409C09E5F94A0BFF64B40
