room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
10544084,1220,54373692,Shared room,,Edinburgh,,Trinity,26,4.5,2,1.0,,32.0,,A spare sofa located by the sea,2017-05-12 03:51:59.544906,55.980233,-3.204532,0101000020E61000003FE257ACE1A209C0E0BA624678FD4B40
14163562,1220,85673770,Shared room,,Edinburgh,,Calton,20,4.5,2,1.0,,33.0,,Cosy sofa for 1 traveller near Leith,2017-05-12 03:51:59.542598,55.962526,-3.171438,0101000020E61000004C55DAE21A5F09C05CC64D0D34FB4B40
18567739,1220,120488004,Shared room,,Edinburgh,,Dalry,1,0.0,1,1.0,,19.0,,Carters Tap (my name is not Cater),2017-05-12 03:51:59.540453,55.946761,-3.214162,0101000020E61000001C5E10919AB609C06B10E6762FF94B40
6844088,1220,34086950,Shared room,,Edinburgh,,Newhaven,69,4.5,2,1.0,,16.0,,Perfect festival spot,2017-05-12 03:51:59.537544,55.975288,-3.172852,0101000020E6100000B262B83A006209C03317B83CD6FC4B40
11820387,1220,52151748,Shared room,,Edinburgh,,Craigmillar,53,5.0,2,1.0,,27.0,,Cheerful double room near Craigmillar Castle,2017-05-12 03:51:59.534905,55.932072,-3.13471,0101000020E6100000A48D23D6E21309C037C2A2224EF74B40
6095454,1220,31584727,Shared room,,Edinburgh,,Tollcross,78,4.0,1,1.0,,14.0,,Bobby's Bunkhouse 6 person Dorm,2017-05-12 03:51:59.532721,55.948295,-3.192484,0101000020E6100000AF06280D358A09C0ECFA05BB61F94B40
14534982,1220,89897234,Shared room,,Edinburgh,,Granton,36,4.5,1,1.0,,22.0,,Leafy Oriental Edinburgh,2017-05-12 03:51:59.530066,55.973565,-3.221759,0101000020E6100000D3BF249529C609C0DFC325C79DFC4B40
11988825,1220,56483830,Shared room,,Edinburgh,,Meadowbank,68,4.5,2,1.0,,32.0,,Sofa bed in friendly central flat,2017-05-12 03:51:59.526975,55.956865,-3.163122,0101000020E61000009D103AE8124E09C0F1D7648D7AFA4B40
6227570,1220,31584727,Shared room,,Edinburgh,,Tollcross,88,4.0,1,1.0,,16.0,,Bobby's Bunkhouse 2 bed Dorm,2017-05-12 03:51:59.523894,55.948813,-3.192708,0101000020E6100000A96BED7DAA8A09C0848252B472F94B40
18487587,1220,123763675,Shared room,,Edinburgh,,Holyrood,1,0.0,2,1.0,,16.0,,Cosy accommodation in the City Centre (Old Town),2017-05-12 03:51:59.520806,55.948816,-3.186705,0101000020E610000058FFE7305F7E09C0F5F57CCD72F94B40
4846259,1220,24814399,Entire home/apt,,Edinburgh,,Murrayfield,7,4.5,8,4.0,,334.0,,Spacious 4Bd flat in CC Edinburgh,2017-05-12 03:50:07.218347,55.948504,-3.213838,0101000020E6100000EA2285B2F0B509C006103E9468F94B40
13271553,1220,2182765,Entire home/apt,,Edinburgh,,Southside,2,0.0,8,2.0,,130.0,,Large bright 3 bedroom flat,2017-05-12 03:49:45.987604,55.939799,-3.177176,0101000020E6100000B9162D40DB6A09C021E868554BF84B40
16940869,1220,30272892,Entire home/apt,,Edinburgh,,Broughton,0,0.0,8,2.0,,334.0,,Spacious apartment in city center - Clermont,2017-05-12 03:49:31.418913,55.965295,-3.188639,0101000020E61000004B00FE29558209C004FF5BC98EFB4B40
11526658,1220,60780112,Entire home/apt,,Edinburgh,,Stockbridge,0,0.0,10,5.0,,600.0,,Spacious Edinburgh New Town flat,2017-05-12 03:48:53.118963,55.95989,-3.203899,0101000020E6100000307F85CC95A109C0F4E0EEACDDFA4B40
16463268,1220,50999670,Entire home/apt,,Edinburgh,,Tollcross,0,0.0,6,3.0,,399.0,,3 Bed Apartment (Chalmers Street) Meadows,2017-05-12 03:48:45.699492,55.943607,-3.197036,0101000020E6100000C713419C879309C06AA33A1DC8F84B40
6261389,1220,32525986,Entire home/apt,,Edinburgh,,Craiglockhart,2,0.0,6,3.0,,320.0,,Sunny 3 bedroom apartment,2017-05-12 03:48:43.750993,55.922097,-3.242611,0101000020E6100000E8323509DEF009C0AF5E454607F64B40
2051062,1220,851172,Entire home/apt,,Edinburgh,,Holyrood,4,4.5,6,2.0,,207.0,,Bright quiet gorgeous central flat,2017-05-12 03:47:54.402858,55.955721,-3.17098,0101000020E6100000202922C32A5E09C0DA8CD31055FA4B40
12339405,1220,45116166,Entire home/apt,,Edinburgh,,Murrayfield,4,5.0,5,2.0,,334.0,,Elegant central Edinburgh apartment,2017-05-12 03:46:25.048259,55.94729,-3.214944,0101000020E61000007AC5538F34B809C0F7E978CC40F94B40
4143185,1220,14235230,Entire home/apt,,Edinburgh,,Tollcross,6,5.0,6,3.0,,266.0,,Beautiful central Edinburgh flat,2017-05-12 03:46:04.898353,55.943599,-3.201501,0101000020E6100000EFE3688EAC9C09C0E7C41EDAC7F84B40
11666449,1220,61931260,Entire home/apt,,Edinburgh,,New Town,0,0.0,5,2.0,,267.0,,The Howard - Garden Mews,2017-05-12 03:45:53.165101,55.957046,-3.199444,0101000020E610000041118B18769809C04162BB7B80FA4B40
7643459,1220,33374581,Entire home/apt,,Edinburgh,,New Town,0,0.0,8,4.0,,666.0,,Stunning apartment in New Town,2017-05-12 03:43:16.177559,55.958002,-3.19374,0101000020E6100000946A9F8EC78C09C055C03DCF9FFA4B40
15173829,1220,96301053,Entire home/apt,,Edinburgh,,Colinton,0,0.0,10,4.0,,332.0,,"Ardgour House, Edinburgh",2017-05-12 03:43:10.078992,55.910904,-3.267436,0101000020E6100000382F4E7CB5230AC0D6E5948098F44B40
17951919,1220,60782775,Entire home/apt,,Edinburgh,,Merchiston,0,0.0,6,3.0,,400.0,,Festival Flat - Perfect for Family Holidays,2017-05-12 03:43:01.192932,55.936845,-3.208376,0101000020E61000009D2B4A09C1AA09C0E7357689EAF74B40
13411901,1220,39322468,Entire home/apt,,Edinburgh,,North Morningside,8,4.5,6,2.0,,467.0,,Spacious 2 bedroom property + double sofa bed.,2017-05-12 03:42:58.454030,55.92752,-3.210046,0101000020E6100000B43EE5982CAE09C06631B1F9B8F64B40
15754864,1220,73182030,Entire home/apt,,Edinburgh,,Calton,1,0.0,4,2.0,,332.0,,Luxury 2 bed flat in Edinburgh City Centre,2017-05-12 03:42:57.652474,55.958526,-3.183382,0101000020E61000008C6665FB907709C0CF2EDFFAB0FA4B40
7187538,1220,31102493,Entire home/apt,,Edinburgh,,Holyrood,31,5.0,6,2.0,,334.0,,Luxury art apartment in Royal Mile,2017-05-12 03:42:55.191181,55.949758,-3.182968,0101000020E61000005AB741EDB77609C0A48E8EAB91F94B40
11276926,1220,11945969,Entire home/apt,,Edinburgh,,Drylaw,1,0.0,6,2.0,,267.0,,Comfortable Modern 2 Bedroom Flat,2017-05-12 03:42:31.680879,55.961853,-3.24378,0101000020E6100000DE59BBED42F309C09D47C5FF1DFB4B40
13728576,1220,14169769,Entire home/apt,,Edinburgh,,Moat,2,0.0,4,2.0,,160.0,,"Stylish flat with rural views, 15 mins from city",2017-05-12 03:41:03.925570,55.925242,-3.25177,0101000020E61000004FE960FD9F030AC05C7171546EF64B40
10327611,1220,53144740,Entire home/apt,,Edinburgh,,Moat,3,4.5,4,2.0,,133.0,,Spacious 2 Bed Ed Festival Let,2017-05-12 03:39:40.135595,55.92948,-3.247172,0101000020E610000032E5435035FA09C09E245D33F9F64B40
13875043,1220,646220,Entire home/apt,,Edinburgh,,Davidsons Mains,1,0.0,5,2.0,,127.0,,The Marchfield Residence,2017-05-12 03:39:19.164565,55.962318,-3.269773,0101000020E61000001EC022BF7E280AC0132D793C2DFB4B40
9610143,1220,49724229,Entire home/apt,,Edinburgh,,East Craigs,3,5.0,4,2.0,,54.0,,Spacious 2 Bedroom Appartment,2017-05-12 03:36:13.324904,55.952814,-3.309889,0101000020E6100000041F8315A77A0AC0E19524CFF5F94B40
18445014,1220,87762710,Entire home/apt,,Edinburgh,,Harbour,0,0.0,4,2.0,,54.0,,Beautiful waterside apartment,2017-05-12 03:36:13.319102,55.974914,-3.17274,0101000020E610000036B05582C56109C0CE3461FBC9FC4B40
14193747,1220,24101753,Entire home/apt,,Edinburgh,,Dean,0,0.0,4,2.0,,666.0,,Superb flat in city centre,2017-05-12 03:36:06.552831,55.952246,-3.219673,0101000020E61000007F83F6EAE3C109C098DF6932E3F94B40
16773882,1220,27358932,Entire home/apt,,Edinburgh,,Newhaven,8,5.0,6,2.0,,666.0,,7/21 STUNNING 2 BED APARTMENT WITH SOFA BED,2017-05-12 03:36:00.228011,55.984711,-3.189705,0101000020E6100000F819170E848409C0778192020BFE4B40
9226418,1220,46490344,Entire home/apt,,Edinburgh,,Holyrood,3,4.5,12,6.0,,480.0,,Destiny Student - 6 Bed Apartment,2017-05-12 03:35:58.232200,55.956434,-3.170689,0101000020E6100000A94BC631925D09C02864E76D6CFA4B40
1146861,1220,2803600,Entire home/apt,,Edinburgh,,Calton,4,4.0,8,4.0,,400.0,,Lovely spacious 4 bed central apt,2017-05-12 03:35:58.220554,55.958951,-3.177302,0101000020E6100000861F9C4F1D6B09C0B6BB07E8BEFA4B40
7834024,1220,28160075,Entire home/apt,,Edinburgh,,Murrayfield,1,0.0,8,4.0,,334.0,,Classy airy Murrayfield home,2017-05-12 03:35:55.418798,55.947587,-3.239343,0101000020E61000005436ACA92CEA09C0B08EE3874AF94B40
15018577,1220,66049250,Entire home/apt,,Edinburgh,,Holyrood,0,0.0,10,5.0,,420.0,,PRIVATE APARTMENT for 10 People,2017-05-12 03:35:55.412662,55.94925,-3.182392,0101000020E6100000906AD8EF897509C02FDD240681F94B40
3740509,1220,19124349,Entire home/apt,,Edinburgh,,Harbour,15,5.0,8,3.0,,400.0,,Spacious and Awesome Double Upper,2017-05-12 03:35:53.423188,55.973295,-3.169023,0101000020E6100000AA2C0ABB285A09C01F2E39EE94FC4B40
5503889,1220,19552928,Entire home/apt,,Edinburgh,,Broughton,16,5.0,4,2.0,,400.0,,"Sunny, quiet, huge central flat",2017-05-12 03:35:53.412464,55.961233,-3.191282,0101000020E6100000FE8172DBBE8709C0016BD5AE09FB4B40
3636360,1220,18337780,Entire home/apt,,Edinburgh,,Marchmont,1,0.0,8,4.0,,467.0,,Super Edinburgh Family Home,2017-05-12 03:35:52.071501,55.936564,-3.201473,0101000020E6100000503750E09D9C09C0334E4354E1F74B40
13113292,1220,8498760,Entire home/apt,,Edinburgh,,New Town,0,0.0,6,3.0,,507.0,,Stylish Bright Central Edinburgh Newtown Apartment,2017-05-12 03:35:52.065602,55.952572,-3.209737,0101000020E6100000D7169E978AAD09C0EC8A19E1EDF94B40
3391675,1220,17110668,Entire home/apt,,Edinburgh,,Lorne,36,4.5,14,3.0,,400.0,,La Favorita Apartment,2017-05-12 03:35:52.054293,55.964638,-3.17558,0101000020E610000048A7AE7C966709C04B3D0B4279FB4B40
622487,1220,173941,Entire home/apt,,Edinburgh,,Dalry,10,4.0,6,2.0,,400.0,,"Luxury, City Centre, Free Wifi - B",2017-05-12 03:35:51.001413,55.943479,-3.22005,0101000020E6100000DFE00B93A9C209C03DBB7CEBC3F84B40
7466571,1220,19173145,Entire home/apt,,Edinburgh,,Dean,21,4.5,4,1.0,,426.0,,402 - Stylish Mews Cottage,2017-05-12 03:35:50.994169,55.958581,-3.216013,0101000020E61000003716140665BA09C093C83EC8B2FA4B40
17986316,1220,89497304,Entire home/apt,,Edinburgh,,Murrayfield,0,0.0,4,2.0,,334.0,,Manor Place Luxury Apartment - 2 Bed,2017-05-12 03:35:48.120734,55.948275,-3.216539,0101000020E6100000E6779ACC78BB09C0A54E401361F94B40
9747504,1220,50283305,Entire home/apt,,Edinburgh,,Murrayfield,9,5.0,4,2.0,,327.0,,Grand West End Boutique 2 Bed Apt,2017-05-12 03:35:45.413377,55.948951,-3.220415,0101000020E6100000FA6184F068C309C0D540F33977F94B40
3681209,1220,18713384,Entire home/apt,,Edinburgh,,New Town,46,5.0,8,4.0,,386.0,,North Castle Street Flat With Views Over Edinburgh,2017-05-12 03:35:43.961340,55.952812,-3.205225,0101000020E6100000A3923A014DA409C0419E5DBEF5F94B40
822829,1220,1521996,Entire home/apt,,Edinburgh,,New Town,68,4.5,8,3.0,,327.0,,Fabulous City Center Apartment Edin,2017-05-12 03:35:43.956294,55.955886,-3.191334,0101000020E610000025E7C41EDA8709C0255AF2785AFA4B40
6727240,1220,35227313,Entire home/apt,,Edinburgh,,Southside,19,5.0,12,6.0,,400.0,,Fantastic Large Victorian Apartment,2017-05-12 03:35:43.930981,55.939584,-3.179439,0101000020E6100000FB03E5B67D6F09C025ECDB4944F84B40
18186376,1220,124189998,Entire home/apt,,Edinburgh,,New Town,0,0.0,8,5.0,,334.0,,"Unique family Georgian townhouse, sleeps 8",2017-05-12 03:35:43.198976,55.957696,-3.195672,0101000020E61000007CF1457BBC9009C048C153C895FA4B40
13113770,1220,71070687,Entire home/apt,,Edinburgh,,Fountainbridge,0,0.0,4,2.0,,234.0,,Great base for festival! 2 bed flat,2017-05-12 03:35:21.444435,55.940453,-3.211934,0101000020E6100000A148F7730AB209C069368FC360F84B40
6139614,1220,30272892,Entire home/apt,,Edinburgh,,Restalrig,2,0.0,6,2.0,,186.0,,Edinburgh Lochend Apartment,2017-05-12 03:33:55.919825,55.963041,-3.158525,0101000020E610000086C954C1A84409C083DA6FED44FB4B40
8492660,1220,3336672,Entire home/apt,,Edinburgh,,Dean,0,0.0,4,2.0,,200.0,,New build 2 bed flat in Edinburgh,2017-05-12 03:33:55.913311,55.953277,-3.216551,0101000020E61000002A5437177FBB09C0B68311FB04FA4B40
18523299,1220,119509555,Entire home/apt,,Edinburgh,,Moat,0,0.0,6,2.0,,200.0,,New Mart Apt - Lovely 2 bed apartment in Edinburgh,2017-05-12 03:33:51.741206,55.926285,-3.250076,0101000020E6100000B01D8CD827000AC03FE3C28190F64B40
13523018,1220,77691602,Entire home/apt,,Edinburgh,,South Morningside,0,0.0,3,1.0,,113.0,,Peaceful sunny ground floor flat is lovely area,2017-05-12 03:29:30.259730,55.909878,-3.212017,0101000020E6100000799109F835B209C0C9ACDEE176F44B40
931452,1220,3977221,Entire home/apt,,Edinburgh,,Alnwickhill,35,5.0,4,2.0,,113.0,,Quiet charming cosy with parking,2017-05-12 03:29:07.317041,55.918659,-3.169502,0101000020E61000004DDA54DD235B09C089963C9E96F54B40
551652,1220,2710898,Entire home/apt,,Edinburgh,,Portobello,49,4.5,3,1.0,,79.0,,Edinburgh by the sea - Portobello,2017-05-12 03:25:02.660721,55.958524,-3.122481,0101000020E61000000F0D8B51D7FA08C02E3718EAB0FA4B40
8670409,1220,1414419,Entire home/apt,,Edinburgh,,Prestonfield,25,5.0,4,2.0,,71.0,,Bright & roomy central flat,2017-05-12 03:24:54.442947,55.937376,-3.179172,0101000020E61000000DDFC2BAF16E09C01407D0EFFBF74B40
6414704,1220,33457790,Entire home/apt,,Edinburgh,,Lorne,273,5.0,4,2.0,,68.0,,Central 2 bedroom Cosy Sunny Flat Free Parking,2017-05-12 03:24:52.961527,55.972439,-3.161944,0101000020E61000007444BE4BA94B09C06F2D93E178FC4B40
13984308,1220,46913377,Entire home/apt,,Edinburgh,,Fountainbridge,15,4.5,4,2.0,,60.0,,Spacious Victorian Apartment,2017-05-12 03:24:48.465706,55.945103,-3.211584,0101000020E6100000DCDAC2F352B109C0FE2C9622F9F84B40
5591709,1220,27879549,Entire home/apt,,Edinburgh,,Stockbridge,2,0.0,8,5.0,,867.0,,5 bedroom Georgian Town House,2017-05-12 03:24:42.095012,55.958578,-3.210465,0101000020E6100000029F1F4608AF09C0225514AFB2FA4B40
16837433,1220,27358932,Entire home/apt,,Edinburgh,,Newhaven,0,0.0,4,2.0,,666.0,,5/10 Spacious 2 bedroom apartment with balcony,2017-05-12 03:24:39.411051,55.985537,-3.189792,0101000020E6100000E75608ABB18409C0BDFF8F1326FE4B40
7511110,1220,19173145,Entire home/apt,,Edinburgh,,Newhaven,6,5.0,6,3.0,,680.0,,403 - Portland Gardens Appartment,2017-05-12 03:24:39.396140,55.978881,-3.17923,0101000020E610000057B26323106F09C080D6FCF84BFD4B40
4636411,1220,19173145,Entire home/apt,,Edinburgh,,Broughton,19,5.0,6,2.0,,555.0,,201 - Annandale Street apartment 1,2017-05-12 03:24:39.391854,55.960607,-3.186834,0101000020E6100000363FFED2A27E09C083A7902BF5FA4B40
6385814,1220,19173145,Entire home/apt,,Edinburgh,,Calton,24,4.5,6,2.0,,553.0,,202 Annandale Street apartment,2017-05-12 03:24:39.389170,55.959721,-3.184558,0101000020E6100000AAB8718BF97909C068244223D8FA4B40
16556279,1220,50999670,Entire home/apt,,Edinburgh,,Fountainbridge,0,0.0,12,6.0,,712.0,,Arran House (6 Bed Apartment) Ideal for EdFringe!,2017-05-12 03:24:39.386468,55.94349,-3.214505,0101000020E6100000BAA0BE654EB709C0300DC347C4F84B40
3806639,1220,19173145,Entire home/apt,,Edinburgh,,Calton,14,4.5,7,2.0,,567.0,,204 - Spacious Georgian Apt,2017-05-12 03:24:37.721832,55.954722,-3.177768,0101000020E6100000DF3312A1116C09C0C7629B5434FA4B40
3805744,1220,19173145,Entire home/apt,,Edinburgh,,Southside,19,4.0,4,2.0,,526.0,,367 - Cosy 2 bed old town Apt,2017-05-12 03:24:37.719408,55.945237,-3.183985,0101000020E6100000F0A2AF20CD7809C00DFCA886FDF84B40
4514157,1220,19173145,Entire home/apt,,Edinburgh,,Stockbridge,12,5.0,4,2.0,,523.0,,331 - Charming New Town Apartment,2017-05-12 03:24:37.712082,55.960406,-3.200636,0101000020E6100000B933130CE79A09C0EB707495EEFA4B40
12283246,1220,66188922,Entire home/apt,,Edinburgh,,Sciennes,1,0.0,6,3.0,,614.0,,Large grange apartment,2017-05-12 03:24:36.380622,55.935977,-3.186478,0101000020E61000004E637B2DE87D09C073672618CEF74B40
3152234,1220,15856308,Entire home/apt,,Edinburgh,,Dalry,18,4.0,16,5.0,,633.0,,5 Bedroom Holiday Let - City Centre,2017-05-12 03:24:36.376017,55.947176,-3.210379,0101000020E6100000191F662FDBAE09C02EC72B103DF94B40
17986299,1220,50999670,Entire home/apt,,Edinburgh,,Fountainbridge,0,0.0,12,6.0,,593.0,,Fountainbridge (6 Bed Apartment) Off Lothian Road,2017-05-12 03:24:36.365207,55.944403,-3.208535,0101000020E61000002592E86514AB09C0459F8F32E2F84B40
4829179,1220,19173145,Entire home/apt,,Edinburgh,,Tollcross,19,4.5,5,2.0,,619.0,,297 - Spacious & charming apartment,2017-05-12 03:24:34.883962,55.946566,-3.20312,0101000020E6100000E44EE960FD9F09C0B5C01E1329F94B40
6844502,1220,35654008,Entire home/apt,,Edinburgh,,Dalry,0,0.0,6,3.0,,393.0,,3 Bed Modern Apartment with Balcony,2017-05-12 03:24:30.274931,55.943799,-3.230756,0101000020E6100000A1D80A9A96D809C0AE7FD767CEF84B40
4916681,1220,19935433,Entire home/apt,,Edinburgh,,Restalrig,0,0.0,4,2.0,,332.0,,2  bedroom- The Albion Graden,2017-05-12 03:24:30.272027,55.961342,-3.166429,0101000020E61000000ED940BAD85409C0B82231410DFB4B40
10883853,1220,43520046,Entire home/apt,,Edinburgh,,New Town,11,5.0,10,5.0,,501.0,,Smart 5 bed City Centre Apartment,2017-05-12 03:24:30.252429,55.955098,-3.201336,0101000020E6100000450F7C0C569C09C0CD3CB9A640FA4B40
16463567,1220,50999670,Entire home/apt,,Edinburgh,,Tollcross,0,0.0,8,4.0,,474.0,,4 Bed Apartment (Chalmers Street) Meadows,2017-05-12 03:24:30.245681,55.942484,-3.198418,0101000020E61000007880272D5C9609C06B80D250A3F84B40
603726,1220,2711564,Entire home/apt,,Edinburgh,,Holyrood,4,4.5,6,3.0,,327.0,,3 Bed 2 Bathroom Apartment -sleeps 6 on Royal Mile,2017-05-12 03:24:28.475694,55.949611,-3.189276,0101000020E61000007157AF22A38309C0FF756EDA8CF94B40
16170818,1220,19221793,Entire home/apt,,Edinburgh,,Broughton,0,0.0,6,2.0,,467.0,,2 Bedroom Georgian Apartment (w/ sofa bed),2017-05-12 03:24:28.468153,55.959959,-3.183236,0101000020E61000004E999B6F447709C01C40BFEFDFFA4B40
247902,1220,1297674,Entire home/apt,,Edinburgh,,Newhaven,31,5.0,6,2.0,,466.0,,Luxury Waterfront Apartment ( blue),2017-05-12 03:24:27.789701,55.98085,-3.192997,0101000020E610000014CFD902428B09C00B24287E8CFD4B40
10095151,1220,51801090,Entire home/apt,,Edinburgh,,Trinity,0,0.0,4,2.0,,334.0,,Modern 2 bedroom flat city centre,2017-05-12 03:24:27.787439,55.967446,-3.195488,0101000020E6100000661536035C9009C0B1524145D5FB4B40
4572525,1220,19173145,Entire home/apt,,Edinburgh,,Dean,0,0.0,4,2.0,,458.0,,338 - Comfy 2 Bed Apt with Parking,2017-05-12 03:24:27.772748,55.954587,-3.23119,0101000020E6100000444C89247AD909C0E71725E82FFA4B40
